避難場所_名称,地方公共団体コード,都道府県,指定区市町村名,住所,緯度,経度
北山小学校,132136,東京都,東村山市,東京都東村山市野口町3-45-1,35.766381,139.456448
秋津東小学校,132136,東京都,東村山市,東京都東村山市秋津町4-35-11,35.774621,139.489059
野火止小学校,132136,東京都,東村山市,東京都東村山市恩多町5-47-1,35.756115,139.485810
久米川東小学校,132136,東京都,東村山市,東京都東村山市久米川町2-40-10,35.765494,139.482314
富士見小学校,132136,東京都,東村山市,東京都東村山市富士見町5-4-57,35.746327,139.458622
東村山第一中学校,132136,東京都,東村山市,東京都東村山市富士見町1-5-2,35.741973,139.460683
東村山第二中学校,132136,東京都,東村山市,東京都東村山市久米川町2-4-1,35.769759,139.474554
東村山第三中学校,132136,東京都,東村山市,東京都東村山市萩山町5-2-1,35.747774,139.476839
東村山第四中学校,132136,東京都,東村山市,東京都東村山市野口町3-24-1,35.763828,139.453478
東村山第五中学校,132136,東京都,東村山市,東京都東村山市恩多町4-38-1,35.760394,139.481083
東村山第六中学校,132136,東京都,東村山市,東京都東村山市秋津町2-29-14,35.769818,139.488004
東村山第七中学校,132136,東京都,東村山市,東京都東村山市美住町2-23-1,35.755621,139.457417
所沢市立北秋津小学校,132136,東京都,東村山市,埼玉県所沢市北秋津623,35.783476,139.479936
所沢市立松井小学校,132136,東京都,東村山市,埼玉県所沢市上安松895,35.789299,139.489706
国分寺市立第一小学校校庭,132144,東京都,国分寺市,東京都国分寺市東元町2-1-20,35.692616,139.484446
国分寺市立第二小学校校庭,132144,東京都,国分寺市,東京都国分寺市光町3-1,35.708013,139.444321
国分寺市立第三小学校校庭,132144,東京都,国分寺市,東京都国分寺市東恋ヶ窪2-13,35.708038,139.477447
国分寺市立第四小学校校庭,132144,東京都,国分寺市,東京都国分寺市西元町1-8-1,35.695898,139.470049
国分寺市立第五小学校校庭,132144,東京都,国分寺市,東京都国分寺市日吉町1-30,35.703924,139.459213
国分寺市立第六小学校校庭,132144,東京都,国分寺市,東京都国分寺市並木町2-1,35.714387,139.454825
国分寺市立第七小学校校庭,132144,東京都,国分寺市,東京都国分寺市本多1-2-1,35.703617,139.483799
国分寺市立第八小学校校庭,132144,東京都,国分寺市,東京都国分寺市西町5-18,35.716402,139.432832
国分寺市立第九小学校校庭,132144,東京都,国分寺市,東京都国分寺市西恋ヶ窪4-12-6,35.707451,139.464444
国分寺市立第十小学校校庭,132144,東京都,国分寺市,東京都国分寺市戸倉3-5,35.708322,139.454179
国分寺市立第一中学校校庭,132144,東京都,国分寺市,東京都国分寺市東戸倉2-6,35.712193,139.465727
国分寺市立第二中学校校庭,132144,東京都,国分寺市,東京都国分寺市本多1-2-17,35.704111,139.482763
国分寺市立第三中学校校庭,132144,東京都,国分寺市,東京都国分寺市高木町2-11,35.710898,139.438396
国分寺市立第四中学校校庭,132144,東京都,国分寺市,東京都国分寺市西元町3-10-7,35.690540,139.470472
国分寺市立第五中学校校庭,132144,東京都,国分寺市,東京都国分寺市並木町2-15,35.714036,139.452738
東京都立国分寺高校校庭,132144,東京都,国分寺市,東京都国分寺市新町3-2-5,35.712265,139.447784
東京経済大学構内,132144,東京都,国分寺市,東京都国分寺市南町1-7-34,35.699747,139.490160
早稲田実業学校,132144,東京都,国分寺市,東京都国分寺市本町1-2-1,35.701236,139.486309
史跡武蔵国分寺僧寺跡一帯,132144,東京都,国分寺市,東京都国分寺市西元町1丁目から4丁目付近,35.692359,139.471826
都立武蔵国分寺公園,132144,東京都,国分寺市,東京都国分寺市泉町2-1,35.697791,139.470594
都立殿ヶ谷戸庭園西側公園,132144,東京都,国分寺市,東京都国分寺市南町2丁目,35.698338,139.481420
泉町多喜窪公園,132144,東京都,国分寺市,東京都国分寺市泉町3-5-13,35.696847,139.464624
けやき公園・小平南高校一帯,132144,東京都,国分寺市,東京都小平市上水本町6-22-2,35.711845,139.474264
小平市中央公園,132144,東京都,国分寺市,東京都小平市津田町1-1-1,35.722617,139.462574
情報通信研究機構・東京学芸大学一帯,132144,東京都,国分寺市,東京都小金井市貫井北町4-1-1,35.706427,139.487925
内藤地域センター,132144,東京都,国分寺市,東京都国分寺市内藤2-22-34,35.697758,139.455521
いずみホール,132144,東京都,国分寺市,東京都国分寺市泉町3-36-12,35.698803,139.465012
本町・南町地域センター,132144,東京都,国分寺市,東京都国分寺市南町3-21-1,35.700047,139.478043
cocobunjiプラザ,132144,東京都,国分寺市,東京都国分寺市本町3-1-1cocobunjiＷＥＳＴ5階,35.700687,139.480453
本多公民館,132144,東京都,国分寺市,東京都国分寺市本多1-7-1,35.705310,139.482720
恋ヶ窪公民館,132144,東京都,国分寺市,東京都国分寺市西恋ヶ窪4-12-8,35.707750,139.464250
ひかりプラザ,132144,東京都,国分寺市,東京都国分寺市光町1-46-8,35.702490,139.444570
いずみプラザ,132144,東京都,国分寺市,東京都国分寺市泉町2-3-8,35.696360,139.468640
都立立川国際中等教育学校周辺,132152,東京都,国立市,東京都立川市曙町3-29-37,35.702608,139.428039
一橋大学構内,132152,東京都,国立市,東京都国立市中2-1、国立市東2-4,35.693299,139.442860
中央郵政研修センター,132152,東京都,国立市,東京都国立市西2-18-4,35.691240,139.432659
谷保第三公園周辺,132152,東京都,国立市,東京都国立市富士見台2-34,35.685587,139.443788
東京女子体育大学構内,132152,東京都,国立市,東京都国立市富士見台4-30-1,35.688876,139.427262
多摩川河川敷公園,132152,東京都,国立市,東京都国立市谷保9543,35.679315,139.422433
福生第一小学校,132187,東京都,福生市,東京都福生市福生1055,35.742223,139.325590
福生第二小学校,132187,東京都,福生市,東京都福生市熊川623,35.724195,139.336336
福生第三小学校,132187,東京都,福生市,東京都福生市牛浜162,35.736062,139.335502
福生第四小学校,132187,東京都,福生市,東京都福生市福生1290,35.745247,139.322120
福生第五小学校,132187,東京都,福生市,東京都福生市南田園1-2-2,35.721016,139.331929
福生第六小学校,132187,東京都,福生市,東京都福生市加美平1-9-1,35.748852,139.327563
福生第七小学校,132187,東京都,福生市,東京都福生市北田園1-1-1,35.732166,139.327719
福生第一中学校,132187,東京都,福生市,東京都福生市熊川845,35.730896,139.337411
福生第二中学校,132187,東京都,福生市,東京都福生市加美平1-22-1,35.751876,139.326788
福生第三中学校,132187,東京都,福生市,東京都福生市南田園3-1-1,35.729276,139.331598
都立福生高等学校,132187,東京都,福生市,東京都福生市北田園2-11-3,35.736712,139.322146
都立多摩工業高等学校,132187,東京都,福生市,東京都福生市熊川215,35.716012,139.338746
加美平公園,132187,東京都,福生市,東京都福生市加美平1-21,35.750755,139.327165
もくせい公園,132187,東京都,福生市,東京都福生市福生2148-1,35.743367,139.330499
わらつけ公園,132187,東京都,福生市,東京都福生市福生2151-12,35.743814,139.336704
福生公園,132187,東京都,福生市,東京都福生市牛浜163,35.733751,139.337104
福東公園,132187,東京都,福生市,東京都福生市熊川1620,35.723233,139.349437
明神下公園,132187,東京都,福生市,東京都福生市南田園1-12-1,35.724016,139.330474
睦公園,132187,東京都,福生市,東京都福生市熊川422-1,35.720249,139.338648
牛一公園,132187,東京都,福生市,東京都福生市牛浜59-2,35.734841,139.331141
ひふみ公園,132187,東京都,福生市,東京都福生市本町25-4,35.739395,139.329357
原ヶ谷戸児童公園,132187,東京都,福生市,東京都福生市福生2250-11,35.741564,139.334448
フレンドシップパーク,132187,東京都,福生市,東京都福生市福生2351-11,35.739014,139.338292
熊牛公園,132187,東京都,福生市,東京都福生市熊川929-5,35.731954,139.335119
武蔵野台東公園,132187,東京都,福生市,東京都福生市武蔵野台1-14,35.747086,139.332904
福東少年野球場,132187,東京都,福生市,東京都福生市熊川1608,35.722895,139.350890
福栄ミレニアムパーク,132187,東京都,福生市,東京都福生市熊川1143-1,35.730527,139.340548
福東トモダチ公園,132187,東京都,福生市,東京都福生市熊川1573-1,35.725253,139.351761
玉川上水緑地日光橋公園,132187,東京都,福生市,東京都福生市熊川1386-1,35.723492,139.343048
みずくらいど公園,132187,東京都,福生市,東京都福生市熊川1359-1,35.723492,139.343048
多摩川緑地福生南公園,132187,東京都,福生市,東京都福生市南田園1-1-1,35.719761,139.330900
多摩川緑地福生柳山公園,132187,東京都,福生市,東京都福生市北田園2-8-2,35.738942,139.319397
多摩川緑地福生かに坂公園,132187,東京都,福生市,東京都福生市福生1185-15,35.744247,139.317982
多摩川中央公園,132187,東京都,福生市,東京都福生市北田園1先,35.728024,139.327591
狛江第一小学校,132195,東京都,狛江市,東京都狛江市和泉本町1-37-1,35.637189,139.577902
狛江第三小学校,132195,東京都,狛江市,東京都狛江市猪方1-11-1,35.628102,139.585055
狛江第五小学校,132195,東京都,狛江市,東京都狛江市東野川1-35-13,35.643888,139.581807
狛江第六小学校,132195,東京都,狛江市,東京都狛江市駒井町1-21-1,35.624583,139.585205
和泉小学校,132195,東京都,狛江市,東京都狛江市中和泉3-33-1,35.634720,139.568320
緑野小学校,132195,東京都,狛江市,東京都狛江市和泉本町4-3-1,35.641699,139.571030
狛江第一中学校,132195,東京都,狛江市,東京都狛江市和泉本町2-15-1,35.641124,139.577799
狛江第二中学校,132195,東京都,狛江市,東京都狛江市猪方2-7-1,35.627224,139.583269
狛江第三中学校,132195,東京都,狛江市,東京都狛江市元和泉1-23-1,35.629951,139.574522
狛江第四中学校,132195,東京都,狛江市,東京都狛江市東野川4-1-1,35.645468,139.582145
市民グランド,132195,東京都,狛江市,東京都狛江市和泉本町2-15-2,35.640441,139.579224
西和泉グランド,132195,東京都,狛江市,東京都狛江市西和泉1-16-1,35.639091,139.565356
前原公園,132195,東京都,狛江市,東京都狛江市西野川3-11-1,35.644846,139.570077
都営団地（公園）,132195,東京都,狛江市,東京都狛江市和泉本町4-7,35.643785,139.570411
多摩川住宅（公園）,132195,東京都,狛江市,東京都狛江市西和泉1・2丁目,35.637230,139.563672
上和泉地域センター,132195,東京都,狛江市,東京都狛江市和泉本町4-7-51,35.645229,139.567988
都立狛江高等学校,132195,東京都,狛江市,東京都狛江市元和泉3-9-1,35.627432,139.570562
多摩川左岸一帯,132195,東京都,狛江市,東京都狛江市元和泉3丁目～駒井町3丁目,35.624419,139.572589
西河原公園,132195,東京都,狛江市,東京都狛江市元和泉2-38-1,35.632729,139.567065
防衛省共済組合狛江スポーツセンター,132195,東京都,狛江市,東京都狛江市元和泉2-30,35.632290,139.568484
狛江こだま幼稚園,132195,東京都,狛江市,東京都狛江市中和泉3-14-8,35.637592,139.568672
狛江みずほ幼稚園,132195,東京都,狛江市,東京都狛江市岩戸南4-14-1,35.626521,139.590249
子鹿幼稚園,132195,東京都,狛江市,東京都狛江市東野川3-17-1,35.646101,139.584612
中央公民館,132195,東京都,狛江市,東京都狛江市和泉本町１-１-５,35.635065,139.578162
ユニディ狛江店（駐車場）,132195,東京都,狛江市,東京都狛江市和泉本町４-６-３,35.643294,139.570692
ニトリ狛江ショッピングセンター（駐車場）,132195,東京都,狛江市,東京都狛江市岩戸南2-4-3,35.632608,139.587700
上仲原公園,132209,東京都,東大和市,東京都東大和市向原1-1,35.741848,139.443636
